day_of_week,hour,active_orders,occupied_tables,estimated_occupancy,kitchen_load,bar_load,avg_preparation_time,orders_last_30_min,order_age_minutes,item_count,traffic_level,recommended_waiters,recommended_kitchen_staff,recommended_bar_staff,delay_risk
0,19,5,8,40,7,5,9,7,4,6,MEDIU,3,2,1,MEDIU
3,11,3,7,44,3,2,19,12,2,5,MEDIU,2,2,1,SCAZUT
1,11,6,6,37,9,5,11,6,35,1,MEDIU,2,2,1,MEDIU
4,11,8,3,43,7,5,22,10,32,8,MEDIU,3,2,1,RIDICAT
5,11,2,2,9,3,1,21,0,0,4,SCAZUT,1,1,1,SCAZUT
6,23,2,1,7,2,2,19,2,40,4,SCAZUT,1,1,1,SCAZUT
1,21,4,6,56,6,4,24,11,23,1,MEDIU,2,2,1,MEDIU
3,12,8,7,34,8,5,13,6,27,1,MEDIU,3,2,1,MEDIU
3,9,0,2,18,0,0,17,3,20,6,SCAZUT,1,1,1,SCAZUT
0,16,3,3,25,4,2,27,1,28,6,SCAZUT,1,1,1,MEDIU
6,20,2,0,6,2,1,12,4,33,5,SCAZUT,1,1,1,SCAZUT
1,10,2,1,5,3,1,16,0,15,5,SCAZUT,1,1,1,SCAZUT
5,21,0,2,13,0,0,28,5,7,8,SCAZUT,1,1,1,SCAZUT
2,8,5,4,64,5,3,29,14,36,3,MEDIU,2,2,1,MEDIU
5,20,0,2,21,0,0,22,4,6,3,SCAZUT,1,1,1,SCAZUT
5,21,0,0,6,0,0,22,3,4,6,SCAZUT,1,1,1,SCAZUT
5,20,2,3,25,3,1,23,3,26,3,SCAZUT,1,1,1,SCAZUT
1,12,8,6,38,12,3,14,13,29,8,MEDIU,3,3,1,RIDICAT
0,13,3,7,56,2,2,9,6,33,3,MEDIU,2,2,1,SCAZUT
0,19,5,5,48,4,2,26,12,26,1,MEDIU,2,2,1,MEDIU
2,17,4,8,61,3,2,9,5,26,8,MEDIU,3,2,1,MEDIU
4,17,2,3,20,3,1,12,5,32,8,SCAZUT,1,1,1,MEDIU
6,22,1,2,7,1,0,15,4,25,6,SCAZUT,1,1,1,MEDIU
4,9,2,0,10,1,1,30,5,19,2,SCAZUT,1,1,1,SCAZUT
5,10,0,1,29,0,0,29,3,34,3,SCAZUT,1,1,1,MEDIU
0,16,1,3,7,1,0,9,4,31,1,SCAZUT,1,1,1,SCAZUT
2,21,6,3,63,6,2,11,10,34,3,MEDIU,2,2,1,MEDIU
2,12,5,3,39,8,4,9,9,39,6,MEDIU,2,2,1,MEDIU
1,8,2,3,8,1,2,16,2,24,2,SCAZUT,1,1,1,SCAZUT
0,14,7,7,45,8,5,11,12,17,1,MEDIU,2,2,1,MEDIU
2,22,3,6,31,4,3,8,11,17,2,MEDIU,2,2,1,SCAZUT
1,12,7,6,58,10,5,12,6,23,3,MEDIU,2,3,1,MEDIU
6,15,3,0,5,4,2,28,3,10,1,SCAZUT,1,1,1,SCAZUT
0,23,2,3,16,1,2,17,5,2,3,SCAZUT,1,1,1,SCAZUT
5,10,0,3,27,0,0,16,0,27,4,SCAZUT,1,1,1,SCAZUT
4,18,8,5,58,8,9,18,9,13,8,MEDIU,3,2,2,MEDIU
4,18,1,0,24,0,0,13,3,26,8,SCAZUT,1,1,1,MEDIU
6,20,0,0,26,0,0,20,3,38,6,SCAZUT,1,1,1,MEDIU
3,13,3,6,53,3,1,8,8,17,6,MEDIU,2,2,1,SCAZUT
1,10,1,1,20,0,0,30,2,38,4,SCAZUT,1,1,1,MEDIU
0,14,3,5,62,2,1,26,12,38,3,MEDIU,2,2,1,MEDIU
0,12,4,5,44,5,2,29,13,1,5,MEDIU,2,2,1,MEDIU
5,22,3,0,15,4,2,11,3,33,8,SCAZUT,1,1,1,MEDIU
3,19,8,4,33,13,6,18,9,0,7,MEDIU,3,3,1,MEDIU
1,18,0,1,27,0,0,14,3,10,6,SCAZUT,1,1,1,SCAZUT
2,10,0,3,18,0,0,18,0,16,4,SCAZUT,1,1,1,SCAZUT
0,23,2,0,15,3,2,27,4,39,8,SCAZUT,1,1,1,MEDIU
6,11,7,3,35,11,4,30,5,4,3,MEDIU,2,3,1,MEDIU
0,22,2,3,7,2,1,17,0,24,7,SCAZUT,1,1,1,SCAZUT
0,21,7,8,30,8,7,27,12,39,2,MEDIU,3,2,1,MEDIU
2,8,7,5,42,6,6,10,6,37,4,MEDIU,2,2,1,MEDIU
4,12,5,6,60,6,2,9,14,3,3,MEDIU,2,2,1,SCAZUT
2,21,5,7,64,4,3,18,7,18,6,MEDIU,2,2,1,MEDIU
0,12,4,7,65,4,2,14,5,40,4,MEDIU,2,2,1,MEDIU
6,10,1,3,27,1,0,18,5,37,6,SCAZUT,1,1,1,MEDIU
4,17,2,1,8,3,2,23,3,14,1,SCAZUT,1,1,1,SCAZUT
5,15,3,1,12,4,3,18,3,24,4,SCAZUT,1,1,1,SCAZUT
3,13,5,3,34,4,2,17,10,28,4,MEDIU,2,2,1,MEDIU
5,19,0,1,11,0,0,13,2,21,4,SCAZUT,1,1,1,SCAZUT
1,14,4,5,36,6,2,28,5,7,6,MEDIU,2,2,1,MEDIU
1,17,4,5,53,6,4,27,7,27,2,MEDIU,2,2,1,MEDIU
0,12,4,4,64,5,2,21,11,40,4,MEDIU,2,2,1,MEDIU
0,14,4,5,45,5,2,12,5,32,8,MEDIU,2,2,1,MEDIU
1,10,8,7,34,10,8,28,7,32,6,MEDIU,3,3,2,RIDICAT
3,22,5,8,53,7,4,23,13,30,5,MEDIU,3,2,1,MEDIU
4,20,1,1,11,1,0,17,3,27,7,SCAZUT,1,1,1,MEDIU
4,13,5,7,35,7,3,24,7,22,4,MEDIU,2,2,1,MEDIU
4,9,2,3,19,2,1,23,3,20,5,SCAZUT,1,1,1,SCAZUT
3,8,3,1,13,2,3,17,5,32,2,SCAZUT,1,1,1,SCAZUT
6,16,0,0,7,0,0,14,2,21,5,SCAZUT,1,1,1,SCAZUT
2,16,8,7,38,12,3,17,13,18,6,MEDIU,3,3,1,RIDICAT
6,20,0,3,25,0,0,20,4,14,4,SCAZUT,1,1,1,SCAZUT
5,14,4,7,65,5,3,10,12,20,4,MEDIU,2,2,1,MEDIU
3,21,6,6,65,6,5,12,5,19,1,MEDIU,2,2,1,MEDIU
3,19,4,6,57,5,3,17,11,20,1,MEDIU,2,2,1,MEDIU
4,9,1,2,23,1,1,26,5,25,7,SCAZUT,1,1,1,MEDIU
1,20,3,1,20,3,3,28,0,19,2,SCAZUT,1,1,1,SCAZUT
1,11,3,8,61,2,1,20,5,18,4,MEDIU,3,2,1,SCAZUT
1,17,3,0,16,2,1,21,4,25,3,SCAZUT,1,1,1,SCAZUT
0,12,6,8,34,9,6,12,11,13,5,MEDIU,3,2,1,SCAZUT
3,23,2,1,21,2,1,8,5,9,8,SCAZUT,1,1,1,SCAZUT
0,20,7,5,61,8,3,10,12,18,8,MEDIU,2,2,1,MEDIU
2,17,7,4,56,6,6,21,8,29,7,MEDIU,2,2,1,MEDIU
5,13,3,0,12,3,2,17,1,4,4,SCAZUT,1,1,1,SCAZUT
3,21,5,3,36,7,3,22,13,10,5,MEDIU,2,2,1,SCAZUT
1,9,0,0,25,0,0,18,5,25,4,SCAZUT,1,1,1,SCAZUT
3,9,2,0,27,2,1,23,1,29,2,SCAZUT,1,1,1,SCAZUT
0,15,4,6,47,3,1,11,7,11,5,MEDIU,2,2,1,SCAZUT
0,20,3,8,30,2,2,14,9,2,4,MEDIU,3,2,1,SCAZUT
3,9,3,2,19,4,1,20,0,12,4,SCAZUT,1,1,1,SCAZUT
2,15,3,3,56,5,2,14,5,4,4,MEDIU,2,2,1,SCAZUT
0,13,3,6,62,4,1,28,6,12,4,MEDIU,2,2,1,SCAZUT
4,20,3,4,43,3,1,20,6,20,1,MEDIU,2,2,1,SCAZUT
3,14,11,7,82,14,4,14,22,26,5,RIDICAT,4,4,2,RIDICAT
6,23,1,2,8,1,0,20,4,8,6,SCAZUT,1,1,1,SCAZUT
1,18,3,5,31,4,2,24,14,40,4,MEDIU,2,2,1,SCAZUT
4,8,0,0,14,0,0,27,1,5,1,SCAZUT,1,1,1,SCAZUT
1,19,5,4,39,4,2,27,11,28,6,MEDIU,2,2,1,MEDIU
1,16,0,3,25,0,0,18,2,21,4,SCAZUT,1,1,1,SCAZUT
1,9,1,3,21,0,0,10,2,31,2,SCAZUT,1,1,1,SCAZUT
1,9,1,1,7,1,1,14,1,15,2,SCAZUT,1,1,1,SCAZUT
3,22,4,8,42,4,3,17,8,18,8,MEDIU,3,2,1,MEDIU
5,14,3,0,16,3,2,21,3,32,7,SCAZUT,1,1,1,MEDIU
6,12,3,6,57,4,3,27,6,34,3,MEDIU,2,2,1,MEDIU
4,13,6,6,49,6,5,23,12,4,6,MEDIU,2,2,1,MEDIU
1,23,1,1,5,1,0,19,0,31,7,SCAZUT,1,1,1,MEDIU
3,20,6,6,49,5,6,11,14,24,3,MEDIU,2,2,1,MEDIU
1,21,8,5,62,10,5,9,12,24,7,MEDIU,3,3,1,RIDICAT
5,15,3,0,16,4,1,29,5,9,5,SCAZUT,1,1,1,SCAZUT
4,22,2,1,24,3,2,8,4,7,2,SCAZUT,1,1,1,SCAZUT
5,20,0,1,18,0,0,17,1,32,7,SCAZUT,1,1,1,MEDIU
4,17,0,0,25,0,0,12,4,17,4,SCAZUT,1,1,1,SCAZUT
5,20,0,1,20,0,0,21,0,33,7,SCAZUT,1,1,1,MEDIU
5,17,1,1,16,1,0,13,1,32,2,SCAZUT,1,1,1,SCAZUT
3,14,4,3,41,4,4,21,8,28,2,MEDIU,2,2,1,MEDIU
6,13,2,0,17,2,1,26,0,15,8,SCAZUT,1,1,1,MEDIU
3,11,3,5,30,4,1,14,14,33,1,MEDIU,2,2,1,SCAZUT
3,16,6,5,57,6,6,18,10,15,6,MEDIU,2,2,1,MEDIU
5,20,0,2,15,0,0,20,0,8,1,SCAZUT,1,1,1,SCAZUT
4,11,8,4,53,10,7,23,12,32,7,MEDIU,3,3,1,RIDICAT
5,14,2,0,25,3,2,18,2,28,4,SCAZUT,1,1,1,SCAZUT
4,23,0,2,18,0,0,11,3,24,5,SCAZUT,1,1,1,SCAZUT
4,14,7,7,62,6,7,17,5,35,8,MEDIU,2,2,1,MEDIU
1,22,3,1,12,2,3,30,1,5,2,SCAZUT,1,1,1,SCAZUT
3,8,2,3,29,1,1,23,2,7,3,SCAZUT,1,1,1,SCAZUT
4,23,2,1,23,1,1,30,4,24,7,SCAZUT,1,1,1,MEDIU
6,15,2,0,14,1,1,26,0,12,2,SCAZUT,1,1,1,SCAZUT
4,19,2,3,23,1,0,25,5,12,7,SCAZUT,1,1,1,SCAZUT
3,18,8,4,63,10,3,8,14,34,8,MEDIU,3,3,1,RIDICAT
2,12,11,10,94,14,5,29,14,2,6,RIDICAT,5,4,2,RIDICAT
2,11,15,12,78,15,17,9,19,21,3,RIDICAT,5,4,3,RIDICAT
6,14,0,1,20,0,0,29,5,10,1,SCAZUT,1,1,1,SCAZUT
4,20,6,8,60,8,4,24,10,18,5,MEDIU,3,2,1,MEDIU
5,14,3,4,50,4,1,30,14,19,8,MEDIU,2,2,1,MEDIU
5,13,3,3,14,2,3,14,1,0,6,SCAZUT,1,1,1,SCAZUT
5,11,3,3,26,4,1,23,1,11,1,SCAZUT,1,1,1,SCAZUT
0,18,4,8,55,3,2,23,8,19,3,MEDIU,3,2,1,SCAZUT
5,20,3,3,13,4,2,11,5,7,2,SCAZUT,1,1,1,SCAZUT
0,23,0,3,13,0,0,13,5,24,8,SCAZUT,1,1,1,SCAZUT
5,21,1,0,15,1,1,25,0,11,7,SCAZUT,1,1,1,SCAZUT
6,8,3,0,21,3,3,28,4,7,4,SCAZUT,1,1,1,SCAZUT
5,11,1,0,22,1,0,12,3,36,4,SCAZUT,1,1,1,SCAZUT
5,13,2,0,7,2,1,25,0,10,7,SCAZUT,1,1,1,SCAZUT
5,8,2,0,21,2,1,26,2,31,6,SCAZUT,1,1,1,MEDIU
4,19,0,0,12,0,0,14,0,8,4,SCAZUT,1,1,1,SCAZUT
4,19,4,8,57,5,2,28,6,10,7,MEDIU,3,2,1,MEDIU
3,10,8,6,39,7,7,16,13,40,4,MEDIU,3,2,1,MEDIU
5,19,3,1,15,3,3,15,3,4,5,SCAZUT,1,1,1,SCAZUT
0,11,3,5,35,4,3,12,10,14,5,MEDIU,2,2,1,SCAZUT
0,11,4,6,36,3,3,17,6,37,8,MEDIU,2,2,1,MEDIU
0,19,7,5,36,6,8,20,5,11,6,MEDIU,2,2,2,MEDIU
6,20,1,2,5,1,0,12,5,9,7,SCAZUT,1,1,1,SCAZUT
4,16,2,1,26,2,1,22,4,22,8,SCAZUT,1,1,1,SCAZUT
4,17,3,1,14,4,3,21,5,20,2,SCAZUT,1,1,1,SCAZUT
5,10,1,0,10,0,0,25,4,31,1,SCAZUT,1,1,1,MEDIU
3,12,15,11,99,13,6,14,23,0,7,RIDICAT,5,4,2,MEDIU
5,19,0,3,10,0,0,15,5,11,2,SCAZUT,1,1,1,SCAZUT
2,12,8,10,96,7,9,18,18,15,2,RIDICAT,5,3,3,MEDIU
2,17,5,5,43,7,4,14,5,19,1,MEDIU,2,2,1,MEDIU
3,23,2,0,24,2,1,8,3,22,3,SCAZUT,1,1,1,SCAZUT
3,19,3,6,61,2,2,12,8,26,2,MEDIU,2,2,1,SCAZUT
3,8,2,1,20,2,1,13,3,34,5,SCAZUT,1,1,1,SCAZUT
0,22,4,4,52,3,4,30,11,12,2,MEDIU,2,2,1,SCAZUT
1,17,1,3,18,1,0,29,5,12,8,SCAZUT,1,1,1,SCAZUT
5,16,3,3,22,4,2,18,3,25,7,SCAZUT,1,1,1,MEDIU
1,11,3,4,39,3,3,15,10,3,6,MEDIU,2,2,1,SCAZUT
3,8,6,5,48,5,4,27,12,9,3,MEDIU,2,2,1,MEDIU
1,16,2,1,26,1,1,11,3,32,3,SCAZUT,1,1,1,SCAZUT
1,12,3,4,55,3,1,12,5,27,1,MEDIU,2,2,1,SCAZUT
4,14,0,3,18,0,0,15,4,14,6,SCAZUT,1,1,1,SCAZUT
3,23,3,0,14,3,1,19,0,26,4,SCAZUT,1,1,1,SCAZUT
2,9,0,0,6,0,0,23,5,17,2,SCAZUT,1,1,1,SCAZUT
3,13,15,9,86,13,14,29,16,35,3,RIDICAT,5,4,3,RIDICAT
2,19,8,7,63,9,7,14,14,37,7,MEDIU,3,2,1,RIDICAT
0,11,8,8,37,10,9,28,5,12,4,MEDIU,4,3,2,RIDICAT
5,22,0,2,14,0,0,25,5,9,1,SCAZUT,1,1,1,SCAZUT
1,14,7,8,46,11,7,22,13,40,2,MEDIU,3,3,1,MEDIU
3,10,6,7,62,5,3,12,5,18,1,MEDIU,2,2,1,MEDIU
4,9,3,3,26,4,3,13,4,28,7,SCAZUT,1,1,1,MEDIU
4,20,7,5,43,5,6,26,7,0,8,MEDIU,2,2,1,MEDIU
4,16,1,2,27,1,0,9,2,34,4,SCAZUT,1,1,1,SCAZUT
2,9,2,1,13,2,1,14,0,34,2,SCAZUT,1,1,1,SCAZUT
0,19,5,3,65,7,3,27,9,18,6,MEDIU,2,2,1,MEDIU
0,8,1,2,10,1,0,26,2,6,7,SCAZUT,1,1,1,SCAZUT
5,16,3,1,15,2,2,20,2,9,8,SCAZUT,1,1,1,SCAZUT
1,21,4,6,35,3,2,13,12,12,8,MEDIU,2,2,1,SCAZUT
5,13,0,2,10,0,0,14,1,4,3,SCAZUT,1,1,1,SCAZUT
0,21,6,8,55,8,3,8,6,38,2,MEDIU,3,2,1,MEDIU
3,20,3,3,32,3,1,12,7,40,1,MEDIU,2,2,1,SCAZUT
6,8,2,0,11,2,1,22,1,10,5,SCAZUT,1,1,1,SCAZUT
2,23,1,0,22,1,0,8,5,2,2,SCAZUT,1,1,1,SCAZUT
4,17,3,1,5,2,2,12,1,22,5,SCAZUT,1,1,1,SCAZUT
1,20,3,1,8,2,3,19,1,4,6,SCAZUT,1,1,1,SCAZUT
0,19,0,1,10,0,0,29,3,27,3,SCAZUT,1,1,1,MEDIU
5,17,2,0,13,2,2,30,3,4,1,SCAZUT,1,1,1,SCAZUT
6,12,2,1,17,2,2,23,3,4,2,SCAZUT,1,1,1,SCAZUT
4,21,4,3,50,3,2,18,7,31,7,MEDIU,2,2,1,MEDIU
3,21,4,8,45,4,3,25,11,31,4,MEDIU,3,2,1,MEDIU
3,10,7,7,44,7,2,8,6,23,8,MEDIU,2,2,1,MEDIU
1,11,5,5,38,6,5,25,9,26,4,MEDIU,2,2,1,MEDIU
1,15,1,0,27,0,0,30,5,27,6,SCAZUT,1,1,1,MEDIU
0,11,6,7,40,5,3,15,5,4,1,MEDIU,2,2,1,SCAZUT
4,21,1,3,28,1,0,17,1,30,7,SCAZUT,1,1,1,MEDIU
5,18,0,2,8,0,0,27,1,11,3,SCAZUT,1,1,1,SCAZUT
0,20,8,6,65,13,6,30,9,14,7,MEDIU,3,3,1,RIDICAT
1,16,3,1,28,3,1,20,1,11,2,SCAZUT,1,1,1,SCAZUT
6,22,2,3,17,1,1,21,1,12,5,SCAZUT,1,1,1,SCAZUT
0,11,5,7,51,5,2,11,5,4,4,MEDIU,2,2,1,SCAZUT
4,8,1,1,25,1,0,26,0,36,1,SCAZUT,1,1,1,MEDIU
4,23,0,2,7,0,0,17,2,25,4,SCAZUT,1,1,1,SCAZUT
2,20,4,8,36,4,3,11,10,32,3,MEDIU,3,2,1,MEDIU
0,20,7,3,48,6,5,28,7,5,4,MEDIU,2,2,1,MEDIU
1,12,7,7,63,8,3,17,10,23,7,MEDIU,2,2,1,MEDIU
0,20,4,7,34,5,4,11,7,0,3,MEDIU,2,2,1,SCAZUT
6,17,3,0,19,2,1,10,2,17,6,SCAZUT,1,1,1,SCAZUT
2,10,1,3,13,1,1,22,3,8,2,SCAZUT,1,1,1,SCAZUT
4,23,2,2,17,3,2,12,3,28,6,SCAZUT,1,1,1,MEDIU
4,18,3,8,56,3,3,29,13,2,1,MEDIU,3,2,1,SCAZUT
5,15,1,0,14,0,0,10,3,14,7,SCAZUT,1,1,1,SCAZUT
6,22,2,3,19,2,2,11,5,5,3,SCAZUT,1,1,1,SCAZUT
5,11,6,4,55,5,4,27,10,31,4,MEDIU,2,2,1,MEDIU
5,23,2,3,6,1,1,28,4,13,6,SCAZUT,1,1,1,SCAZUT
4,9,0,2,30,0,0,14,3,1,7,SCAZUT,1,1,1,SCAZUT
2,16,3,4,34,3,1,30,9,28,7,MEDIU,2,2,1,MEDIU
4,14,4,3,35,4,4,13,11,12,6,MEDIU,2,2,1,SCAZUT
3,23,7,8,40,7,6,20,11,0,4,MEDIU,3,2,1,SCAZUT
0,12,8,8,50,7,6,12,5,31,6,MEDIU,4,2,1,RIDICAT
0,21,7,8,30,11,7,28,12,28,2,MEDIU,3,3,1,RIDICAT
0,14,6,8,64,8,3,14,7,12,1,MEDIU,3,2,1,SCAZUT
2,19,5,5,62,7,4,22,6,26,7,MEDIU,2,2,1,MEDIU
2,19,13,7,76,15,7,27,19,10,7,RIDICAT,4,4,2,RIDICAT
3,17,8,5,36,12,3,28,6,1,7,MEDIU,3,3,1,RIDICAT
0,23,3,0,26,4,1,22,2,35,7,SCAZUT,1,1,1,MEDIU
0,14,3,5,59,4,2,20,11,0,6,MEDIU,2,2,1,SCAZUT
6,15,2,2,14,2,0,21,3,2,1,SCAZUT,1,1,1,SCAZUT
0,12,7,8,50,6,6,21,10,15,7,MEDIU,3,2,1,MEDIU
1,20,3,1,25,5,1,18,3,33,3,SCAZUT,1,1,1,MEDIU
3,15,1,0,25,1,1,28,4,16,3,SCAZUT,1,1,1,SCAZUT
2,14,3,3,57,4,2,8,5,39,2,MEDIU,2,2,1,SCAZUT
4,20,1,3,25,1,0,28,5,14,5,SCAZUT,1,1,1,SCAZUT
1,15,5,8,33,4,2,8,9,40,2,MEDIU,3,2,1,MEDIU
0,22,0,1,14,0,0,23,2,23,4,SCAZUT,1,1,1,SCAZUT
3,11,8,10,69,13,3,29,19,26,7,RIDICAT,5,4,2,RIDICAT
2,22,4,5,30,5,3,9,7,7,6,MEDIU,2,2,1,MEDIU
2,23,1,2,8,1,0,24,1,32,3,SCAZUT,1,1,1,SCAZUT
1,19,1,0,15,0,0,12,1,17,5,SCAZUT,1,1,1,SCAZUT
3,14,5,8,65,6,5,21,9,32,7,MEDIU,3,2,1,MEDIU
1,16,1,2,17,1,1,17,0,10,4,SCAZUT,1,1,1,SCAZUT
5,23,3,3,24,3,1,11,5,38,7,SCAZUT,1,1,1,MEDIU
3,14,13,12,69,12,5,24,19,16,7,RIDICAT,5,4,2,RIDICAT
2,19,8,7,76,8,8,19,24,15,2,RIDICAT,4,3,3,MEDIU
1,19,4,5,37,4,1,18,5,13,8,MEDIU,2,2,1,SCAZUT
4,18,0,3,14,0,0,25,4,17,2,SCAZUT,1,1,1,SCAZUT
4,21,5,5,42,4,3,9,8,17,7,MEDIU,2,2,1,MEDIU
0,11,4,7,50,4,3,17,14,1,1,MEDIU,2,2,1,SCAZUT
3,17,6,3,64,5,5,10,13,30,2,MEDIU,2,2,1,MEDIU
6,21,2,2,29,2,1,18,2,31,1,SCAZUT,1,1,1,SCAZUT
3,17,6,8,37,9,2,15,10,3,1,MEDIU,3,2,1,SCAZUT
1,11,8,8,57,7,4,19,8,34,1,MEDIU,4,2,1,MEDIU
5,9,0,0,6,0,0,27,2,24,5,SCAZUT,1,1,1,SCAZUT
5,13,3,0,9,4,3,21,2,40,8,SCAZUT,1,1,1,MEDIU
5,11,3,3,13,4,2,10,2,16,5,SCAZUT,1,1,1,SCAZUT
5,10,1,1,27,0,0,14,0,0,4,SCAZUT,1,1,1,SCAZUT
3,20,6,3,51,9,6,24,8,20,5,MEDIU,2,2,1,MEDIU
5,22,0,1,12,0,0,27,2,32,4,SCAZUT,1,1,1,MEDIU
6,20,0,2,18,0,0,26,1,6,3,SCAZUT,1,1,1,SCAZUT
3,11,4,3,59,4,3,24,7,28,6,MEDIU,2,2,1,MEDIU
2,11,5,6,43,5,3,18,7,3,8,MEDIU,2,2,1,MEDIU
2,19,3,8,54,2,1,13,11,38,5,MEDIU,3,2,1,SCAZUT
4,23,0,0,25,0,0,9,1,2,5,SCAZUT,1,1,1,SCAZUT
1,10,2,1,24,2,1,11,5,14,5,SCAZUT,1,1,1,SCAZUT
3,14,4,5,48,4,1,13,14,32,8,MEDIU,2,2,1,MEDIU
5,17,1,2,26,0,0,22,0,9,1,SCAZUT,1,1,1,SCAZUT
5,23,2,0,10,3,1,8,2,38,6,SCAZUT,1,1,1,MEDIU
3,8,4,6,37,6,3,17,5,14,3,MEDIU,2,2,1,SCAZUT
6,12,0,2,30,0,0,19,5,34,5,SCAZUT,1,1,1,SCAZUT
5,23,2,3,5,2,1,24,2,38,8,SCAZUT,1,1,1,MEDIU
0,16,1,3,12,1,0,8,5,15,7,SCAZUT,1,1,1,SCAZUT
2,14,4,6,36,6,3,22,9,33,3,MEDIU,2,2,1,MEDIU
2,19,6,7,56,6,2,24,9,21,2,MEDIU,2,2,1,MEDIU
3,22,5,3,30,8,2,29,12,9,5,MEDIU,2,2,1,MEDIU
4,13,6,5,34,4,2,17,9,37,2,MEDIU,2,2,1,MEDIU
0,23,0,3,16,0,0,12,5,22,5,SCAZUT,1,1,1,SCAZUT
6,12,2,1,28,2,2,17,1,14,1,SCAZUT,1,1,1,SCAZUT
3,19,8,8,54,9,8,16,11,19,5,MEDIU,4,2,2,MEDIU
1,21,7,4,42,6,5,17,9,19,2,MEDIU,2,2,1,MEDIU
2,22,6,6,36,7,5,24,7,22,8,MEDIU,2,2,1,MEDIU
2,21,14,10,94,22,5,21,12,5,3,RIDICAT,5,4,2,MEDIU
4,17,2,1,24,3,2,9,4,25,3,SCAZUT,1,1,1,SCAZUT
3,8,7,6,33,5,7,28,6,6,6,MEDIU,2,2,1,MEDIU
4,11,7,6,51,6,6,24,5,3,4,MEDIU,2,2,1,SCAZUT
4,12,4,4,39,5,3,8,9,31,4,MEDIU,2,2,1,MEDIU
0,10,1,0,21,1,0,8,0,32,8,SCAZUT,1,1,1,MEDIU
3,9,2,3,20,3,2,25,1,16,8,SCAZUT,1,1,1,MEDIU
6,11,4,8,31,3,3,15,7,10,4,MEDIU,3,2,1,SCAZUT
3,23,2,0,23,2,1,20,3,6,8,SCAZUT,1,1,1,SCAZUT
3,21,3,5,59,3,1,17,6,2,8,MEDIU,2,2,1,SCAZUT
0,19,6,8,59,4,3,24,9,32,4,MEDIU,3,2,1,MEDIU
2,20,4,8,39,5,3,22,10,8,5,MEDIU,3,2,1,SCAZUT
6,17,0,3,17,0,0,30,3,32,5,SCAZUT,1,1,1,MEDIU
1,18,7,7,55,5,7,13,6,14,2,MEDIU,2,2,1,SCAZUT
5,11,8,6,50,13,8,15,8,6,3,MEDIU,3,3,2,MEDIU
5,20,0,0,24,0,0,10,2,28,6,SCAZUT,1,1,1,MEDIU
4,8,2,0,27,2,2,26,3,35,4,SCAZUT,1,1,1,MEDIU
1,16,6,8,48,5,3,24,8,12,2,MEDIU,3,2,1,SCAZUT
4,8,1,0,30,1,0,21,1,36,2,SCAZUT,1,1,1,SCAZUT
2,13,11,8,95,12,9,25,20,8,2,RIDICAT,5,4,3,RIDICAT
3,21,9,11,70,13,5,11,14,31,4,RIDICAT,5,4,2,RIDICAT
0,18,1,2,13,1,0,13,3,18,2,SCAZUT,1,1,1,SCAZUT
4,15,3,0,22,4,2,16,5,1,1,SCAZUT,1,1,1,SCAZUT
2,21,4,5,33,3,4,18,7,3,4,MEDIU,2,2,1,SCAZUT
3,10,2,0,18,2,2,25,4,30,3,SCAZUT,1,1,1,MEDIU
2,9,0,3,21,0,0,17,1,14,1,SCAZUT,1,1,1,SCAZUT
0,8,3,0,22,2,3,30,3,8,7,SCAZUT,1,1,1,SCAZUT
5,21,0,3,8,0,0,14,4,21,7,SCAZUT,1,1,1,SCAZUT
0,15,0,0,12,0,0,25,3,36,1,SCAZUT,1,1,1,MEDIU
6,8,0,0,6,0,0,18,1,22,4,SCAZUT,1,1,1,SCAZUT
2,12,15,12,72,13,9,25,22,13,8,RIDICAT,5,4,3,RIDICAT
5,19,3,2,16,3,2,24,4,17,6,SCAZUT,1,1,1,SCAZUT
5,11,2,3,27,2,0,12,4,33,4,SCAZUT,1,1,1,SCAZUT
2,14,5,8,39,8,4,28,5,29,2,MEDIU,3,2,1,MEDIU
0,23,2,2,23,2,2,9,3,17,7,SCAZUT,1,1,1,SCAZUT
3,8,6,6,32,5,3,21,8,34,1,MEDIU,2,2,1,MEDIU
5,17,2,0,24,3,2,26,2,13,1,SCAZUT,1,1,1,SCAZUT
2,21,8,7,100,13,9,17,18,34,8,RIDICAT,4,4,3,RIDICAT
3,16,6,6,45,9,3,29,7,17,2,MEDIU,2,2,1,MEDIU
1,17,3,0,24,3,2,28,2,38,1,SCAZUT,1,1,1,MEDIU
0,17,2,1,19,1,0,9,3,22,8,SCAZUT,1,1,1,SCAZUT
5,14,3,7,35,4,2,10,9,28,3,MEDIU,2,2,1,SCAZUT
2,16,6,4,44,5,5,9,7,14,2,MEDIU,2,2,1,SCAZUT
5,9,3,2,6,4,1,30,4,16,5,SCAZUT,1,1,1,SCAZUT
0,19,1,2,8,1,0,10,0,15,4,SCAZUT,1,1,1,SCAZUT
2,19,9,12,92,8,5,19,16,21,7,RIDICAT,5,3,2,MEDIU
5,19,2,0,10,1,2,26,2,1,2,SCAZUT,1,1,1,SCAZUT
4,14,7,8,62,10,8,20,14,37,1,MEDIU,3,3,2,RIDICAT
5,12,8,3,34,10,9,28,8,35,7,MEDIU,3,3,2,RIDICAT
4,11,3,3,15,2,2,15,2,21,4,SCAZUT,1,1,1,SCAZUT
